epoch,loss,acc,acc_final20,norm,early,late,val_acc,val_acc_f20,val_norm,time_s
114,0.6419,0.6841,0.7789,0.3811,0.2632,0.1299,0.0000,0.0000,0.0000,1.0
115,0.6396,0.6865,0.7807,0.3769,0.2612,0.1273,0.6536,0.7405,0.4301,2.8
116,0.6362,0.6864,0.7802,0.3750,0.2604,0.1267,0.0000,0.0000,0.0000,0.9
117,0.6373,0.6880,0.7808,0.3744,0.2583,0.1279,0.0000,0.0000,0.0000,0.9
118,0.6344,0.6864,0.7787,0.3741,0.2609,0.1251,0.0000,0.0000,0.0000,1.0
119,0.6341,0.6888,0.7863,0.3753,0.2614,0.1258,0.0000,0.0000,0.0000,0.9
120,0.6321,0.6891,0.7833,0.3713,0.2576,0.1253,0.6856,0.7890,0.3855,2.8
121,0.6392,0.6850,0.7807,0.3780,0.2610,0.1278,0.0000,0.0000,0.0000,0.9
122,0.6335,0.6893,0.7857,0.3733,0.2583,0.1267,0.0000,0.0000,0.0000,0.9
123,0.6316,0.6897,0.7838,0.3709,0.2582,0.1240,0.0000,0.0000,0.0000,0.9
124,0.6330,0.6913,0.7820,0.3692,0.2561,0.1248,0.0000,0.0000,0.0000,0.9
125,0.6276,0.6914,0.7849,0.3681,0.2567,0.1233,0.6786,0.7720,0.4089,2.7
126,0.6534,0.6788,0.7729,0.3917,0.2679,0.1404,0.0000,0.0000,0.0000,2.3
127,0.6473,0.6834,0.7756,0.3856,0.2650,0.1370,0.0000,0.0000,0.0000,0.9
128,0.6428,0.6862,0.7811,0.3823,0.2634,0.1346,0.0000,0.0000,0.0000,1.0
129,0.6435,0.6826,0.7781,0.3857,0.2662,0.1354,0.0000,0.0000,0.0000,0.9
130,0.6442,0.6850,0.7797,0.3852,0.2659,0.1358,0.6728,0.7660,0.3862,2.8
131,0.6437,0.6835,0.7828,0.3855,0.2657,0.1350,0.0000,0.0000,0.0000,0.9
132,0.6413,0.6854,0.7821,0.3836,0.2660,0.1332,0.0000,0.0000,0.0000,1.0
133,0.6389,0.6840,0.7821,0.3843,0.2666,0.1339,0.0000,0.0000,0.0000,0.9
134,0.6396,0.6875,0.7818,0.3811,0.2629,0.1332,0.0000,0.0000,0.0000,1.0
135,0.6369,0.6879,0.7803,0.3806,0.2637,0.1332,0.6822,0.7815,0.3829,2.7
136,0.6355,0.6895,0.7841,0.3781,0.2626,0.1316,0.0000,0.0000,0.0000,0.9
137,0.6361,0.6890,0.7839,0.3780,0.2621,0.1316,0.0000,0.0000,0.0000,0.9
138,0.6314,0.6903,0.7846,0.3758,0.2604,0.1307,0.0000,0.0000,0.0000,1.0
139,0.6280,0.6937,0.7908,0.3723,0.2610,0.1267,0.0000,0.0000,0.0000,1.0
140,0.6316,0.6914,0.7873,0.3738,0.2605,0.1289,0.7000,0.8105,0.3739,2.8
141,0.6288,0.6926,0.7873,0.3705,0.2573,0.1277,0.0000,0.0000,0.0000,0.9
142,0.6322,0.6895,0.7847,0.3748,0.2607,0.1295,0.0000,0.0000,0.0000,0.9
143,0.6248,0.6953,0.7891,0.3688,0.2576,0.1263,0.0000,0.0000,0.0000,0.9
144,0.6266,0.6931,0.7914,0.3703,0.2588,0.1270,0.0000,0.0000,0.0000,0.9
145,0.6294,0.6903,0.7891,0.3739,0.2616,0.1281,0.6586,0.7390,0.4101,2.8
146,0.6272,0.6915,0.7918,0.3739,0.2604,0.1291,0.0000,0.0000,0.0000,0.9
147,0.6253,0.6943,0.7929,0.3714,0.2602,0.1270,0.0000,0.0000,0.0000,0.9
148,0.6232,0.6944,0.7909,0.3690,0.2587,0.1254,0.0000,0.0000,0.0000,1.0
149,0.6256,0.6934,0.7945,0.3718,0.2593,0.1278,0.0000,0.0000,0.0000,0.9
150,0.6237,0.6939,0.7928,0.3699,0.2596,0.1260,0.6653,0.7605,0.4002,2.7
151,0.6621,0.6762,0.7654,0.3934,0.2642,0.1401,0.0000,0.0000,0.0000,2.5
152,0.6545,0.6800,0.7690,0.3843,0.2604,0.1339,0.0000,0.0000,0.0000,0.9
153,0.6503,0.6830,0.7718,0.3821,0.2587,0.1337,0.0000,0.0000,0.0000,1.0
154,0.6519,0.6818,0.7734,0.3838,0.2599,0.1344,0.0000,0.0000,0.0000,0.9
155,0.6488,0.6830,0.7771,0.3814,0.2599,0.1320,0.6806,0.7565,0.3567,2.7
156,0.6508,0.6808,0.7699,0.3838,0.2599,0.1345,0.0000,0.0000,0.0000,0.9
157,0.6439,0.6861,0.7798,0.3777,0.2571,0.1304,0.0000,0.0000,0.0000,1.0
158,0.6471,0.6849,0.7795,0.3794,0.2583,0.1309,0.0000,0.0000,0.0000,1.0
159,0.6428,0.6858,0.7749,0.3771,0.2567,0.1300,0.0000,0.0000,0.0000,0.9
160,0.6473,0.6827,0.7708,0.3781,0.2557,0.1315,0.6994,0.7880,0.3668,2.8
161,0.6459,0.6859,0.7743,0.3782,0.2572,0.1312,0.0000,0.0000,0.0000,0.9
162,0.6433,0.6860,0.7772,0.3768,0.2564,0.1300,0.0000,0.0000,0.0000,1.0
163,0.6415,0.6876,0.7777,0.3748,0.2550,0.1300,0.0000,0.0000,0.0000,1.0
164,0.6401,0.6882,0.7798,0.3740,0.2554,0.1282,0.0000,0.0000,0.0000,0.9
165,0.6423,0.6859,0.7805,0.3771,0.2563,0.1309,0.6948,0.7920,0.3627,2.7
166,0.6423,0.6863,0.7756,0.3771,0.2562,0.1305,0.0000,0.0000,0.0000,0.9
167,0.6428,0.6861,0.7766,0.3766,0.2561,0.1303,0.0000,0.0000,0.0000,0.9
168,0.6409,0.6865,0.7770,0.3737,0.2530,0.1296,0.0000,0.0000,0.0000,0.9
169,0.6357,0.6879,0.7782,0.3717,0.2536,0.1284,0.0000,0.0000,0.0000,1.0
170,0.6361,0.6880,0.7827,0.3735,0.2556,0.1282,0.6766,0.7715,0.3919,2.8
171,0.6356,0.6915,0.7825,0.3712,0.2542,0.1268,0.0000,0.0000,0.0000,0.9
172,0.6359,0.6880,0.7799,0.3724,0.2538,0.1281,0.0000,0.0000,0.0000,0.9
173,0.6384,0.6889,0.7787,0.3724,0.2540,0.1285,0.0000,0.0000,0.0000,1.0
174,0.6397,0.6883,0.7785,0.3734,0.2550,0.1282,0.0000,0.0000,0.0000,0.9
175,0.6311,0.6895,0.7845,0.3680,0.2535,0.1244,0.6604,0.7400,0.4171,2.8
176,0.6428,0.6849,0.7744,0.3762,0.2567,0.1300,0.0000,0.0000,0.0000,2.4
177,0.6400,0.6843,0.7758,0.3755,0.2569,0.1288,0.0000,0.0000,0.0000,0.9
178,0.6303,0.6877,0.7809,0.3686,0.2541,0.1245,0.0000,0.0000,0.0000,0.9
179,0.6269,0.6897,0.7818,0.3633,0.2507,0.1221,0.0000,0.0000,0.0000,0.9
180,0.6326,0.6880,0.7807,0.3685,0.2543,0.1236,0.6830,0.7590,0.3969,2.7
181,0.6280,0.6907,0.7853,0.3663,0.2533,0.1235,0.0000,0.0000,0.0000,1.0
182,0.6354,0.6884,0.7753,0.3684,0.2523,0.1261,0.0000,0.0000,0.0000,1.0
183,0.6305,0.6897,0.7816,0.3662,0.2529,0.1238,0.0000,0.0000,0.0000,1.0
184,0.6296,0.6893,0.7810,0.3638,0.2510,0.1218,0.0000,0.0000,0.0000,0.9
185,0.6291,0.6889,0.7829,0.3671,0.2530,0.1243,0.6892,0.7790,0.3787,2.7
186,0.6238,0.6920,0.7813,0.3614,0.2489,0.1218,0.0000,0.0000,0.0000,1.0
187,0.6255,0.6908,0.7837,0.3639,0.2526,0.1214,0.0000,0.0000,0.0000,1.0
188,0.6212,0.6920,0.7894,0.3616,0.2512,0.1202,0.0000,0.0000,0.0000,0.9
189,0.6224,0.6926,0.7854,0.3594,0.2490,0.1198,0.0000,0.0000,0.0000,0.9
190,0.6252,0.6937,0.7895,0.3616,0.2502,0.1213,0.6685,0.7625,0.3964,2.9
191,0.6203,0.6935,0.7874,0.3613,0.2515,0.1200,0.0000,0.0000,0.0000,1.0
192,0.6189,0.6941,0.7859,0.3575,0.2481,0.1191,0.0000,0.0000,0.0000,1.0
193,0.6176,0.6950,0.7850,0.3572,0.2475,0.1190,0.0000,0.0000,0.0000,1.0
194,0.6212,0.6941,0.7835,0.3573,0.2457,0.1200,0.0000,0.0000,0.0000,1.0
195,0.6228,0.6932,0.7880,0.3601,0.2496,0.1208,0.6870,0.7820,0.3862,2.8
196,0.6171,0.6966,0.7896,0.3564,0.2477,0.1186,0.0000,0.0000,0.0000,1.0
197,0.6128,0.6967,0.7872,0.3549,0.2483,0.1165,0.0000,0.0000,0.0000,0.9
198,0.6184,0.6918,0.7856,0.3606,0.2502,0.1192,0.0000,0.0000,0.0000,0.9
199,0.6127,0.6981,0.7922,0.3547,0.2480,0.1165,0.0000,0.0000,0.0000,0.9
200,0.6172,0.6940,0.7876,0.3591,0.2506,0.1187,0.6938,0.7735,0.3694,2.7
201,0.6431,0.6867,0.7713,0.3750,0.2554,0.1319,0.0000,0.0000,0.0000,2.6
202,0.6415,0.6869,0.7772,0.3746,0.2551,0.1304,0.0000,0.0000,0.0000,1.0
203,0.6396,0.6867,0.7753,0.3759,0.2570,0.1311,0.0000,0.0000,0.0000,0.9
204,0.6371,0.6880,0.7766,0.3733,0.2559,0.1290,0.0000,0.0000,0.0000,1.0
205,0.6400,0.6878,0.7818,0.3755,0.2573,0.1301,0.7019,0.7950,0.3366,2.9
206,0.6317,0.6937,0.7812,0.3669,0.2522,0.1264,0.0000,0.0000,0.0000,1.0
207,0.6303,0.6923,0.7828,0.3665,0.2515,0.1267,0.0000,0.0000,0.0000,1.0
208,0.6302,0.6923,0.7842,0.3694,0.2536,0.1268,0.0000,0.0000,0.0000,1.1
209,0.6300,0.6939,0.7833,0.3633,0.2488,0.1256,0.0000,0.0000,0.0000,1.1
210,0.6326,0.6916,0.7826,0.3676,0.2528,0.1256,0.6787,0.7820,0.3917,2.9
211,0.6274,0.6936,0.7847,0.3657,0.2522,0.1251,0.0000,0.0000,0.0000,0.9
212,0.6283,0.6930,0.7851,0.3669,0.2531,0.1255,0.0000,0.0000,0.0000,0.9
213,0.6282,0.6943,0.7823,0.3644,0.2518,0.1245,0.0000,0.0000,0.0000,0.9
214,0.6281,0.6934,0.7849,0.3651,0.2514,0.1250,0.0000,0.0000,0.0000,0.9
215,0.6271,0.6932,0.7796,0.3668,0.2535,0.1250,0.7082,0.7915,0.3500,2.8
216,0.6293,0.6925,0.7803,0.3678,0.2542,0.1250,0.0000,0.0000,0.0000,0.9
217,0.6271,0.6933,0.7829,0.3658,0.2522,0.1245,0.0000,0.0000,0.0000,1.0
218,0.6312,0.6910,0.7783,0.3693,0.2545,0.1264,0.0000,0.0000,0.0000,0.9
219,0.6277,0.6934,0.7786,0.3656,0.2521,0.1253,0.0000,0.0000,0.0000,1.0
220,0.6247,0.6939,0.7855,0.3640,0.2514,0.1238,0.6980,0.8025,0.3579,2.8
221,0.6227,0.6928,0.7863,0.3653,0.2537,0.1228,0.0000,0.0000,0.0000,1.0
222,0.6269,0.6914,0.7830,0.3698,0.2551,0.1261,0.0000,0.0000,0.0000,0.9
223,0.6199,0.6948,0.7858,0.3630,0.2526,0.1219,0.0000,0.0000,0.0000,1.0
224,0.6232,0.6957,0.7882,0.3634,0.2521,0.1229,0.0000,0.0000,0.0000,1.0
225,0.6239,0.6935,0.7821,0.3655,0.2528,0.1244,0.6988,0.7890,0.3543,2.9
226,0.6344,0.6899,0.7816,0.3739,0.2577,0.1294,0.0000,0.0000,0.0000,2.6
227,0.6301,0.6959,0.7906,0.3674,0.2546,0.1259,0.0000,0.0000,0.0000,0.9
228,0.6293,0.6948,0.7794,0.3680,0.2541,0.1272,0.0000,0.0000,0.0000,0.9
229,0.6267,0.6944,0.7844,0.3652,0.2526,0.1258,0.0000,0.0000,0.0000,1.0
230,0.6255,0.6997,0.7904,0.3610,0.2484,0.1244,0.7003,0.7835,0.3523,2.8
231,0.6214,0.6992,0.7946,0.3601,0.2499,0.1233,0.0000,0.0000,0.0000,0.9
232,0.6257,0.6971,0.7831,0.3635,0.2502,0.1263,0.0000,0.0000,0.0000,0.9
233,0.6221,0.7013,0.7912,0.3575,0.2472,0.1238,0.0000,0.0000,0.0000,1.0
234,0.6230,0.7001,0.7906,0.3595,0.2479,0.1245,0.0000,0.0000,0.0000,0.9
235,0.6192,0.7024,0.7923,0.3557,0.2445,0.1232,0.7099,0.7920,0.3387,2.9
236,0.6214,0.6997,0.7913,0.3585,0.2462,0.1245,0.0000,0.0000,0.0000,1.0
237,0.6194,0.7000,0.7886,0.3566,0.2458,0.1237,0.0000,0.0000,0.0000,1.0
238,0.6226,0.7016,0.7899,0.3582,0.2472,0.1236,0.0000,0.0000,0.0000,1.0
239,0.6158,0.7039,0.7940,0.3535,0.2458,0.1212,0.0000,0.0000,0.0000,1.0
